,prompt,good_jpg,bad_jpg,origin_index
424,Astronaut in a massive colorful space,good_424.jpg,bad_424.jpg,12779
425,"Photo of a young woman enchanting in her white blouse, stands poised on a cliff's edge. Blurred forest unfurls behind her, highlighting her allure that could topple marriages",good_425.jpg,bad_425.jpg,12829
426,"close-up 3d render of hyper real iridescent gummy translucent gelatinous gristly gel, satin, silk, blue+yellow+green+orange+pink inverted, ultra realistic, highly detailed, 8k",good_426.jpg,bad_426.jpg,12862
427,little red riding hood in the forest,good_427.jpg,bad_427.jpg,12865
428,exploring the road that is created by the cellular automaton and leads to the horizon,good_428.jpg,bad_428.jpg,12870
429,"Mystical, otherworldly landscapes bathed in soft, celestial light",good_429.jpg,bad_429.jpg,12882
430,"The sorceress stood in the midst of a dense forest, her skin is brown as the bark of the ancient trees that surrounded her. Her green hair was a vibrant green, the same hue as the fresh leaves of the forest canopy above. As she moved, her movements melded seamlessly into the surroundings, almost as if she herself was a part of the forest. The air around her was thick with the scent of damp earth and growing things, and the distant sound of a babbling brook could be heard in the background. Despite the seeming calmness of the scene, there was an undercurrent of magic that pulsed through the air, hinting at the true power of the sorceress and the hidden depths of the forest around her.",good_430.jpg,bad_430.jpg,12887
431,face woman in destiny2 hyperbeast,good_431.jpg,bad_431.jpg,12904
432,"swan by patty cormally swan painting, in the style of anna and elena balbusso, tom chambers, quirky collage, wandering eye, symbolic self-portraits, lowell herrero, multi-layered collage",good_432.jpg,bad_432.jpg,12907
433,decentralized watchtowers on peaks over the valley below,good_433.jpg,bad_433.jpg,12915
434,"a mysterious woman with concealed features, wearing a form-fitting tight stretchy white balaclava covering her nose and mouth and eyes",good_434.jpg,bad_434.jpg,12922
435,"colorful fluids rendered with blender 3d, dynamic, intricate visual",good_435.jpg,bad_435.jpg,12932
436,"cinematic still, fully bare beautiful teenage girl looking out the window of highly reflective stainless steel train in the forest, at sunset,",good_436.jpg,bad_436.jpg,12948
437,"analog photograph, zoomed out, dying anorexic young pale woman made out of a constellation, constellations on bones and hips and ribs",good_437.jpg,bad_437.jpg,12986
438,"A man holding a sign that says ""Double Trouble""",good_438.jpg,bad_438.jpg,13004
439,"Armageddon, mystical, fantastical, epically, magical",good_439.jpg,bad_439.jpg,13060
440,"masterpiece, best quality, high detailed, realistic, sharp focus, artstation, hyper realism, hand drawn line art, intricate, beautiful warrior, ebony woman, brown iris, detailed eyes, black ,  toned muscles, afro and dreadlock hairstyle, bronze necklace, ancient tribe bronze armor, big gauntlet, skull and bones ornament, fur accents heroic , , dark dungeon, epic , volumetric lighting, by joe madureira",good_440.jpg,bad_440.jpg,13064
441,little girl in side split belted enchantress dress,good_441.jpg,bad_441.jpg,13076
442,original insta post a realistic model face with makeup for a catwalk runway with futuristic summer inspirations,good_442.jpg,bad_442.jpg,13088
443,"pale pink haired goddess, wearing byzantine gown | fantasy, hyper-detailed, accurate anatomy, symmetrical facial features, sharp focus, volumetric lighting, 16k | karol bak, yoshitaka amano, tom Bagshaw, aurora, zbrush cel-shaded, cgsociety | ethereal beautiful astral vaporwave storybook illustration, dark fantasy",good_443.jpg,bad_443.jpg,13089
444,A remarkable landscape,good_444.jpg,bad_444.jpg,13114
445,"background color, color scheme",good_445.jpg,bad_445.jpg,13129
446,A ladybug spider crawling on a tree branch,good_446.jpg,bad_446.jpg,13212
447,anthropomorphic fox sitting at a table reading a book| a portrait| dressed in a robe| reading the newspaper| portrait of morning coffee| cinematic outfit photo| dusty library| late morning| actual photo,good_447.jpg,bad_447.jpg,13257
448,Sunset reflecting on a crystal ball,good_448.jpg,bad_448.jpg,13328
449,naturist 20 year-old Scarlett Johansson from Black Widow,good_449.jpg,bad_449.jpg,13329
450,"Walls that no man thought would fall, The altars of the just, Crushed, dust in the wind",good_450.jpg,bad_450.jpg,13332
451,"Androgynous cyborg, male",good_451.jpg,bad_451.jpg,13333
452,closeup of a woman showing her two hands,good_452.jpg,bad_452.jpg,13386
453,in meadow little girl pulling up her dress past thighs and smiling,good_453.jpg,bad_453.jpg,13390
454,"demon music industry executive, a demonic man in a suit",good_454.jpg,bad_454.jpg,13411
455,"beauty editorial image of a ford agency model, beauty dish lighting, 105mm f2.4",good_455.jpg,bad_455.jpg,13413
456,"Man alone, born of stone Will stamp the dust of time His hands strike the flame of his soul Ties a rope to a tree and hangs the Universe Until the winds of laughter blows cold",good_456.jpg,bad_456.jpg,13414
457,Black and white 1905 year futuristic portrait of old mad professional photographer with camera in hand in a desert sadly covered by mushrooms,good_457.jpg,bad_457.jpg,13426
458,Professional studio photography of bird with MANY colors,good_458.jpg,bad_458.jpg,13434
459,"Dynamic underwater ink art full body portrait by alberto seveso of a female stormtrooper  outfit in pastels and colorful fun intricate embellishments and geometric patterns and designs, nighttime, full moon, cute colorful lighting high definition, photography, cinematic, detailed character portrait, detailed and intricate environment, strong breeze, detailed and intricate environment",good_459.jpg,bad_459.jpg,13447
460,Beautiful black woman,good_460.jpg,bad_460.jpg,13500
461,"A robot holding a sign that reads ""IF is coming Never.""",good_461.jpg,bad_461.jpg,13517
462,A person doing a backflip,good_462.jpg,bad_462.jpg,13530
463,"rrealist portrait of female by david hockney and alphonse mucha,fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, very detailed faces, 4 k, a",good_463.jpg,bad_463.jpg,13535
464,"动漫,美少女",good_464.jpg,bad_464.jpg,13539
465,"masterpiece, best quality, high detailed, realistic, sharp focus, artstation, hyper realism, hand drawn line art, intricate, beautiful warrior, ebony woman, brown iris, detailed eyes, black ,  toned muscles, afro and dreadlock hairstyle, bronze necklace, ancient tribe bronze armor, big gauntlet, skull and bones ornament, fur accents heroic , , dark dungeon, epic , volumetric lighting, by joe madureira",good_465.jpg,bad_465.jpg,13541
466,"emilia clarke, photoreal, global illumination, dramatic lighting, sharp and detailed, canon eos 6d,",good_466.jpg,bad_466.jpg,13553
467,"beautiful girl created with midjourney, 8k, photoreal, global illumination, dramatic lighting. taken with canon eos 5d mark iv,",good_467.jpg,bad_467.jpg,13565
468,river through cavern chromatic aberration,good_468.jpg,bad_468.jpg,13584
469,Ether,good_469.jpg,bad_469.jpg,13598
470,"""a young man with short beard wearing a tshirt with ""tool"" on it and a british shorthair cat playing with magic the gathering cards on table in spooky forest"", epic colorful fantasy masterpiece artwork by Android Jones, Jean Baptiste monge, Alberto Seveso, Jeremy Mann, maximalist highly detailed professional photography, triadic colors, Unreal Engine 5, octane photograph, volumetric lighting, photorealism",good_470.jpg,bad_470.jpg,13607
471,millie bobby brown,good_471.jpg,bad_471.jpg,13610
472,"a young woman dressed in white in a high powered armor, in the style of chris cunningham, filip hodas, taylor wessing, neo-mosaic, hyper-realistic details, lovecraftian, hasselblad",good_472.jpg,bad_472.jpg,13638
473,Beautiful woman blonde hair color,good_473.jpg,bad_473.jpg,13645
474,"close-up of man and woman back to back looking in opposite directions, man is stern and determined, woman is longing and mournful, background is dusk redwoods in a foggy harrowing forest at twilight, in the style of ralph mcquarrie, wenjun lin, Dan Voinea, marc simonetti",good_474.jpg,bad_474.jpg,13650
475,Soldier in targeting mode,good_475.jpg,bad_475.jpg,13735
476,"Nice woman, prosperous woman, wetwhite shirt, white slip, portrait",good_476.jpg,bad_476.jpg,13804
477,A white lion on top of a mountain roaring in the sun.,good_477.jpg,bad_477.jpg,13830
478,woman in space covered with fluffy space nebula clouds,good_478.jpg,bad_478.jpg,13831
479,"a portrait shot of a afgan girl cute, deep blue eyes covered face real photo",good_479.jpg,bad_479.jpg,13847
480,the most beautiful fashion model,good_480.jpg,bad_480.jpg,13865
481,"insanely detailed portrait,female model, insane face details, perfect eyes,dof, dslr extremely intricate, high res,  8k,  award winning photography",good_481.jpg,bad_481.jpg,13894
482,face miss beauty geek,good_482.jpg,bad_482.jpg,13948
483,cactus made of bismuth,good_483.jpg,bad_483.jpg,13954
484,"a woman, with long flowing hair and a serene expression on her face. She appears to be lost in thought, lost in her own dreams and imaginings.",good_484.jpg,bad_484.jpg,13973
485,A haunting ultramaximalist photorealistic landscape of a withering cathedral during autumn.,good_485.jpg,bad_485.jpg,13996
486,"digital art illustration by wlop of an angel and a teen playing chess in a nineteenth century room, cinematic lighting, high quality, 8k, sharp focus, masterpiece, post-processing, soft bokeh,",good_486.jpg,bad_486.jpg,13998
487,Sunset reflecting on a crystal ball held by a mysterious figure,good_487.jpg,bad_487.jpg,14029
488,Astronaut in a massive colorful space,good_488.jpg,bad_488.jpg,14142
489,"A baroque oil painting of a solitary figure standing in the center of a vast alien landscape. nature energy atmosphere, universe cosmic nebula, ice blue shards, extremely detailed CG unity 8k wallpaper, dramatic, high quality, backlight, volumetric light, golden hour",good_489.jpg,bad_489.jpg,14153
490,Brunette cosmetologist in pink glasses with lollipop,good_490.jpg,bad_490.jpg,14190
491,A book with a cover of an image of a woman holding a book whose cover also shows a woman holding a book that has a cover with a woman holding a book,good_491.jpg,bad_491.jpg,14204
492,"Panavision-70 film still, massive extremely complex computer machine with wires and white entrails giving birth to very short hair anorexic cybernetic robotic young woman, complex biotech room, machine birthing unclad skinny young woman with short hair, vintage grainy 8mm photo",good_492.jpg,bad_492.jpg,14212
493,"digital art, full body, red eyes, yellow hands, ice blue body, demon, horror, creepy, by H. R. Giger, by Guillermo del Toro",good_493.jpg,bad_493.jpg,14247
494,"Steampunk, clockwork orange, close up beautiful woman, future, high details, full details, high resulution, dynamic lighting, rendering, photo realistic, lightroom gallery, Sony A1, 85mm",good_494.jpg,bad_494.jpg,14271
495,unicorn makeup,good_495.jpg,bad_495.jpg,14274
496,"photography by Douglas Kirkland, Eve Arnold and Bert Stern, photo portrait of Marylin Monroe, HD 4K, sharp detail, photo-realistic accurate face and features, studio lighting",good_496.jpg,bad_496.jpg,14307
497,"a misty jungle, full of wildlife, a little film grain, photographer in the distance, dramatic lighting",good_497.jpg,bad_497.jpg,14407
498,Alien the musical HR Giger,good_498.jpg,bad_498.jpg,14445
499,five decentralized watchtowers on peaks over the valley below  palmyra castle krak des chevaliers,good_499.jpg,bad_499.jpg,14458
