index,prompt,good_jpg,bad_jpg,origin_index,same
552,tall silhouetted castellated watchtower overlooks the valley with a tower in the distance,good_553.jpg,bad_553.jpg,19053,0
553,"Lee Young Ae as a young, hungarian peasant woman in a 19th century, hungarian village, pastel by István Csók, Károly Ferenczy, Waterhouse, and Marc Simonetti. Very atmospheric, natural light, enigmatic, pastel colours",good_554.jpg,bad_554.jpg,19078,0
554,Bust of a girl,good_555.jpg,bad_555.jpg,19091,0
555,"SFW, Trustworthy Photo of Ultrarealistic, an adult person photoreal, posing empowered in the middle of a chaotic dystopian city, by artist boris vallejo and Artist Jasmine Becket-Griffith in the style of artist WLOP,Highly Detailed",good_556.jpg,bad_556.jpg,19101,1
556,"young man with beard seen from the back wearing tshirt, grey cat with yellow eyes, both sitting at table on clearing, forest, playing magic the gathering cards, epic, digital art, Ultra detailed, octane render, by Alexander Jansson",good_557.jpg,bad_557.jpg,19139,2
557,"realistic 3D render, portrait of a 7 year old extremely handsome, blue-skinned, joyful God  Krishna with Turban, black sharp bright eyes and pupils intricate, black hair,elegant, dramatic lighting, highly detailed, digital painting, artstation, concept art, matte, GLOBAL ILLUMINATION sharp focus, illustration, art by  alphonse mucha, art nouveau",good_558.jpg,bad_558.jpg,19215,0
558,"family portrait,rob rey,wes anderson,Serge Marshennikov,beeple,justin gerard,shaun tan,peter mohrbacher,John Kenn,jim burns,wayne barlowe,Ian McQue,Anton Semenov,mark ryden",good_559.jpg,bad_559.jpg,19221,2
559,a sunken medieval city with a church in the center,good_560.jpg,bad_560.jpg,19230,0
560,"beautiful oil painting, PORTRAIT of StevieNicks blonde curly hair with bangs as monsterHigh, blythe, bratz goth girl, high resolution, detailed HQ fine polished, trending on artstation, Loish, Ilya Kuvshinov",good_561.jpg,bad_561.jpg,19237,0
561,"The image shows the picture ""Girl with a pearl earing"" painted by Johannes Vermeer. The girl in the pictura is chinese. She has a green headband, white skin,blue eyes,round face. award winning studio lighting high resolution 8k chinese style",good_562.jpg,bad_562.jpg,19296,1
562,"museum of nature, detailed colorful painting, vivid pastel colors, in the style of loish, artist Antonio Ligabue, artist Djanira, artist Marija Prymatschenko and william morris print, sharp lines, intricate, foliage, flowers, fine black outlines, light and shadow, octane render, in the style of dan mumford, richly detailed genre paintings, casey weldon, poster art",good_563.jpg,bad_563.jpg,19339,0
563,A girl with fire powers anime style,good_564.jpg,bad_564.jpg,19346,1
564,"art by Alfons Mucha, beautiful Inbar Lavi from The Imposters as naturist Isis, the Sky Goddess of Egypt, HD 4K, sharp detail, photo-realistic accurate face and features, award winning photography",good_565.jpg,bad_565.jpg,19347,2
565,"a woman in indian traditional dress and jewelry, in the style of pop art: bold graphics, jessica drossin, intricate textile patterns, metallic etherialism, colourful mosaics, african influence, philippe druillet",good_566.jpg,bad_566.jpg,19378,0
566,"fantasy landscape painting of a river valley, mountainous terrain, fantasy art, spring, green lush meadows, blooming flowers and fruit trees, midday, sunny day, comfortable and cozy mood,",good_567.jpg,bad_567.jpg,19383,0
567,Jimi hendrix wearing black rubber suit with mask,good_568.jpg,bad_568.jpg,19398,0
568,"By Frazetta,Beautiful redhead girl, extreme bokeh",good_569.jpg,bad_569.jpg,19403,0
569,"portrait of a young beautiful finnish norwegian swedish scandinavian attractive glamour model wearing hot, Jodhpurs greg manchess painting by Sargent and Leyendecker, attractive girl, studio Ghibli fantasy close-up shot asymmetrical intricate elegant matte painting illustration hearthstone, by greg rutkowski by greg tocchini",good_570.jpg,bad_570.jpg,19488,0
570,"young man with beard seen from the back wearing tshirt, grey cat with yellow eyes, both sitting at table on clearing, forest, playing magic the gathering cards, epic, digital art, Ultra detailed, octane render, by Alexander Jansson",good_571.jpg,bad_571.jpg,19500,2
571,a vision of freedom,good_572.jpg,bad_572.jpg,19535,0
572,And the vision that was planted in my brain Still remains,good_573.jpg,bad_573.jpg,19561,0
573,minecraft,good_574.jpg,bad_574.jpg,19681,0
574,"rrealist portrait of female by david hockney and alphonse mucha,fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, very detailed faces, 4 k, a",good_575.jpg,bad_575.jpg,19682,2
575,"watercolor illustration of a russian noble, beautiful, graceful, elegant, cute, gorgeous, cinematic lighting, high quality, 8k, sharp focus, masterpiece, post-processing, soft bokeh,",good_576.jpg,bad_576.jpg,19707,1
576,"modelshoot style, extremely detailed CG unity 8k wallpaper, drow rogue, black skin, medieval era, painting by Ed Blinkey, Atey Ghailan, by Jeremy Mann, Greg Manchess, Antonio Moro, trending on ArtStation, trending on CGSociety, Intricate, High Detail, Sharp focus, dramatic, painting art by midjourney and greg rutkowski, illustrated, brushwork",good_577.jpg,bad_577.jpg,19715,0
577,"style of henry raeburn, kate middleton, portrait, painterly, visible brush strokes, moody lighting",good_578.jpg,bad_578.jpg,19732,2
578,Live action Jessica rabbit on stage,good_579.jpg,bad_579.jpg,19766,0
579,face woman in destiny2,good_580.jpg,bad_580.jpg,19818,0
580,"epic portrait painting of woman dressed in geisha clothes and hairstyle,  clear eyes, ultra realistic, concept art, intricate details, highly detailed, photorealistic, cinematic light, octane render, 8 k, unreal engine, cherry blossom background",good_581.jpg,bad_581.jpg,19825,0
581,"digital portrait of a surreal girl, artwork, high quality, romanticism, intricate",good_582.jpg,bad_582.jpg,19834,0
582,"young man with beard seen from the back wearing tshirt, grey cat with yellow eyes, both sitting on table on clearing, forest, playing magic the gathering cards, many details, Ultra detailed, octane render, by Alexander Jansso",good_583.jpg,bad_583.jpg,19868,0
583,"portrait of girl, Vibrant and cute, into a deepdream, displaying an expression of awe and joy. Inside,",good_584.jpg,bad_584.jpg,19893,2
584,I am all there is. NEGATIVE! PRIMITIVE! LIMITED! I LET YOU LIVE. But I gave you life. WHAT ELSE COULD YOU DO? To do what was right. I'M PERFECT. ARE YOU?,good_585.jpg,bad_585.jpg,19895,1
585,A medieval fantasy rural town known for its turnip fields and food with an inn ine the center of a town,good_586.jpg,bad_586.jpg,19896,0
586,"magical forest, makoto shinkai",good_587.jpg,bad_587.jpg,19907,1
587,"full body image of Jennifer Connelly at 25 years of age as a naturist in Egypt, HDR, sharp detail, stained glass motif in the style of Alfons Mucha",good_588.jpg,bad_588.jpg,19974,2
588,"cyberpunk shibuya, van gogh",good_589.jpg,bad_589.jpg,19990,0
589,"a painting of a surreal woman, rainbow sky, curly bob cut, pretty face, trending on cg society, fluffy pink clouds, looking away, style of angela deane, harajuku fashion clothes, instagram art, undulating nebulous clouds, blue sunshine, high quality, highly detailed",good_590.jpg,bad_590.jpg,19997,1
590,"Cyberpunk runner, Hyperdetailed painting, Album art by Ismail Inceoglu, Huang Guangjian and Dan Witz, Starry Blue, Neon fire, Liquid, Vibrant, Colorful, Wide angle, Deep colors, Volumetric lighting, Neon lighting, Cyberpunk Neo Tokyo, 8k resolution concept art, By Greg Rutkowski, WLOP, Dynamic lighting, Alphonse Mucha",good_591.jpg,bad_591.jpg,20029,0
591,"face close up woman old Jean-Baptiste Monge, vibrant pastel and ink,  intricate details, a masterpiece, dynamic backlight",good_592.jpg,bad_592.jpg,20061,0
592,"art by Alfons Mucha, beautiful Inbar Lavi from The Imposters as a naturist in Egypt, HD 4K, sharp detail, photo-realistic accurate face and features, award winning photography",good_593.jpg,bad_593.jpg,20096,0
593,masterpiece painted by  Jenny saville and Jeremy mann,good_594.jpg,bad_594.jpg,20161,0
594,"Fantasy forest, man with brown beard sitting on a table, grey cat on his lap, playing magic cards, high fantasy, epic",good_595.jpg,bad_595.jpg,20228,0
595,"A beautiful medieval noblewoman, digital painting, professional, by Donato Giancola",good_596.jpg,bad_596.jpg,20252,0
596,the tower eyeing the valley,good_597.jpg,bad_597.jpg,20263,0
597,"a surreal collage of different animals and objects, abstract style",good_598.jpg,bad_598.jpg,20302,0
598,electronic castellated interconnected watchtowers,good_599.jpg,bad_599.jpg,20368,0
599,A haunting ultramaximalist photorealistic landscape of a withering cathedral during autumn.,good_600.jpg,bad_600.jpg,20373,2
600,"style of henry raeburn, minnie driver, portrait, painterly, visible brush strokes, moody lighting",good_601.jpg,bad_601.jpg,20402,1
601,"a woman standing in front of a  stand, by Yang J, fantasy art, cyborg merchant girl, sakimichan and frank franzzeta, detailed portrait of anime girl, lei min, trending anime art",good_602.jpg,bad_602.jpg,20427,1
602,"Raphael Lacoste, Hugh Ferriss, Le Corbusier, Oscar Niemeyer, Jasper Cropsey, John Howe, Sabbas Apterus, Jan Toorop, Albert Bierstadt, canaletto, Hubert Robert, Stephan Martiniere, Jasper Johns",good_603.jpg,bad_603.jpg,20448,1
603,I am all there is. NEGATIVE! PRIMITIVE! LIMITED! I LET YOU LIVE. But I gave you life. WHAT ELSE COULD YOU DO? To do what was right. I'M PERFECT. ARE YOU?,good_604.jpg,bad_604.jpg,20507,2
604,"ohr is an electronic mannequin by moe nefus tmt, in the style of raymond swanland, fragmented bodies, silver and red, realistic details, machine aesthetics, naoko Takeuchi, kintsugi",good_605.jpg,bad_605.jpg,20601,0
605,"Intricate gear-filled magical glass spheres. Inside a fantastical workshop with complex steampunk machinery. Art nouveau rococo architecture. Incredibly detailed matte painting. By Wadim Kashin, Alphonse Mucha, Ismail Inceoglu, Junji Ito, James Gurney, Victo Ngai, Gregorio Catarino, M.W Kaluta. 8K resolution DSLR, VRAY, Raytraced",good_606.jpg,bad_606.jpg,20735,0
606,"Beautiful image presenting that AGI is coming in the center, digital concept art, sci-fi, cyberpunk, superintelligence supercomputer, futuristic, trending on Artstation, monumental Golem oracle, breathtaking, bottom view, embodiment of wisdom singularity, inside huge hall with tall pillars, intricate details",good_607.jpg,bad_607.jpg,20739,0
607,"Caricature woman photo real stylized digital painting illustration The fantasy artwork of jake pifer, in the style of whimsical sci-fi, digital airbrushing, , surrealistic detail, sharp prickly, precisionism influence, colorful:1",good_608.jpg,bad_608.jpg,20817,2
608,"portrait of girl, Vibrant and cute, into a deepdream, displaying an expression of awe and joy. Inside,",good_609.jpg,bad_609.jpg,20826,2
609,Bady,good_610.jpg,bad_610.jpg,20854,0
610,"Crawling down the alley on your hands and knee I`m sure you`re not protected, for it`s plain to see The diamond dogs are poachers and they hide behind trees Hunt you to the ground they will, mannequins with kill appeal. painting style  ""60% Andy Warhol and Merlin Monroe, 10% Salvador Dali "".",good_611.jpg,bad_611.jpg,21001,0
611,a painting of a young white male navy cook with short black hair and a white navy hat and tan shirt with rolled up sleeves and a white apron and tan pants and brown shoes is sitting on a wooden box next to a box of green apples is wide eyed while closely reading a newspaper in his stretched arms,good_612.jpg,bad_612.jpg,21015,0
612,"best quality, 8k illustration, a beautiful young African woman, intricate white silk robe, insanely detailed skin, in a temple doorway, backlit, artstation, greg rutkowski, slender body, intricately detailed background, rtx, unreal engine, volumetric lighting, beautiful detailed eyes, afro hairstyle, looking at viewer",good_613.jpg,bad_613.jpg,21018,0
613,"rrealist portrait of female by david hockney and alphonse mucha,fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, very detailed",good_614.jpg,bad_614.jpg,21051,1
614,"by daniel gerhartz and rebecca guay Julie Bell. Interior of retropunk starship with an incredible view of planets. intricate detail, dieselpunk",good_615.jpg,bad_615.jpg,21087,0
615,The Imperial Palace District of Cyberpunk Shinjuku painted by Asher Brown Durand and Eddie Mendoza featured on ArtStation,good_616.jpg,bad_616.jpg,21092,0
616,"portrait of a young beautiful finnish norwegian swedish scandinavian attractive glamour model wearing hot, Jodhpurs greg manchess painting by Sargent and Leyendecker, attractive girl, studio Ghibli fantasy close-up shot asymmetrical intricate elegant matte painting illustration hearthstone, by greg rutkowski by greg tocchini",good_617.jpg,bad_617.jpg,21107,1
617,"vibrant Neon cyberpunk girl sitting in the rain by Dan Mumford and Jeff Soto, dramatic lighting, digital illustration, Unreal Engine 5, CGSociety; Studio Ghibli, Anime Key Visual, by Makoto Shinkai, Deep Color, Intricate, 8k resolution concept art, Natural Lighting, Beautiful Composition",good_618.jpg,bad_618.jpg,21172,0
618,"Jean Harlow in a metallic emerald green gown on a deep jungle path, in close-up, finely detailed, ultra-sharp, photo-realistic, epic cinematic",good_619.jpg,bad_619.jpg,21205,0
619,"digital art portrait of a beautiful character, nebula and constellations, sunrise sky, curly bob haircut, looking away, face blush and freckles, clouds, dreamy, pop surrealism, high quality, pastel colors, detailed, by loish van baarle, intricate",good_620.jpg,bad_620.jpg,21208,1
620,"a painting of a surreal woman, rainbow sky, curly bob cut, pretty face, trending on cg society, fluffy pink clouds, looking away, style of angela deane, harajuku fashion clothes, instagram art, undulating nebulous clouds, blue sunshine, high quality, highly detailed",good_621.jpg,bad_621.jpg,21230,2
621,"masterpiece, best quality, high detailed, realistic, sharp focus, artstation, hyper realism, hand drawn line art, intricate, beautiful warrior, ebony woman, brown iris, detailed eyes, black ,  toned muscles, afro and dreadlock hairstyle, bronze necklace, ancient tribe bronze armor, big gauntlet, skull and bones ornament, fur accents heroic , , dark dungeon, epic , volumetric lighting, by joe madureira",good_622.jpg,bad_622.jpg,21233,2
622,A warm jacket with red stars,good_623.jpg,bad_623.jpg,21239,0
623,"Portrait of a small male green-skinned goblin druid with a friendly face and bald head in a forest setting, sitting next to a fire, telling stories, fantasy illustration highly detailed with good hands and faces",good_624.jpg,bad_624.jpg,21242,0
624,"Manic Pixie Dream Girl playing chess with chicken nuggets, movie scene from 1979 by Katerina Belkina by balenciaga",good_625.jpg,bad_625.jpg,21323,0
625,"a painting of a woman with flowers in her hair, by Yuko Shimizu, artwork in style of sheng lam, kirsty mitchell, empress, wearing fuchsia silk robe, rooted lineage, portrait, utopia profile, trevor brown style, asian descent, ornate geometric patterns, beautiful oriental woman",good_626.jpg,bad_626.jpg,21350,2
626,a woman that is also a flower.,good_627.jpg,bad_627.jpg,21447,0
627,"Stunning, atmospheric, realistic concept painting of wondrous exploration amongst floating islands and cascading waterfalls.",good_628.jpg,bad_628.jpg,21474,0
628,a person filled with swirling coronal light,good_629.jpg,bad_629.jpg,21478,0
629,"portrait of girl, Vibrant and cute, into a deepdream, displaying an expression of awe and joy. Inside,",good_630.jpg,bad_630.jpg,21538,2
630,"digital portrait of a floral girl, artwork, high quality, romanticism, intricate",good_631.jpg,bad_631.jpg,21611,0
631,portrait in chalk with abstract edges,good_632.jpg,bad_632.jpg,21614,1
632,"Centered , smooth, sharp-focus , Sindel, Mortal Kombat Character , max gorgeous art , by Charlie Bowater & Artgerm , Comic & Cartoon style , sit, shaded hill , trending Artstation",good_633.jpg,bad_633.jpg,21630,0
633,"concept art painting of an old forgotten library with rays of light coming in through large windows, dust, volumetrics, detailed",good_634.jpg,bad_634.jpg,21709,0
634,"il painting by Joseph Christian Leyendecker & James Jean & Anders Zorn & Jeremy Mann & Alphonse Mucha & Shepard Fairey, eyes open, full body, intricate details, dramatic lighting, backlit, raking light, vibrant",good_635.jpg,bad_635.jpg,21775,0
635,"glitch art photograph close-up of a dark-haired woman looking forlornly into the distance with thick electrical cables coming out of her head and redwood trees looming darkly behind her, in the style of simon stalenhag, Margaret Bowland, Ingrid Baars, atelier olschinsky",good_636.jpg,bad_636.jpg,21803,0
636,"old woman in backyard 💜💜suffra🔘 northeasthour criterion film seton, Jules bastien Lepage",good_637.jpg,bad_637.jpg,21806,0
637,A steampunk chef making a grilled cheese sandwich,good_638.jpg,bad_638.jpg,21870,2
638,"Jenna Presley, Sari",good_639.jpg,bad_639.jpg,21898,0
639,woman face  fantasy stylized digital illustration by Dan Seagrave :1,good_640.jpg,bad_640.jpg,21910,0
640,"An albino elf warlock, fantasy illustration",good_641.jpg,bad_641.jpg,21934,0
641,A young female artist walking towards a male handsome artist sited under a tree,good_642.jpg,bad_642.jpg,21968,0
642,"One character perfect fusion of goh from shinobido and hotsuma from shinobi wielding and minigun, studio lighting, volumetric, masterpiece, insanely detailed, buzzworthy artwork, by don dos santos, art by style fusion of jon neimeister and  brandon duffy and hyung tae kim, Inkration studio, unreal engine 5, best quality, award-winning digital illustration, full body, 8k, trending on artstation, trending on deviantart, hypermodernism, max details, cosmic fantasy, by dylan kowalski, cinematic effect, soft lighting",good_643.jpg,bad_643.jpg,22012,1
643,"young Lee Young Ae, dressed as a 19th century hungarian peasant woman with two black hair braids, in 19th century a hungarian village, oil canvas portrait by Munkácsy, Ferenczy, Rutkowski, Marc Simonetti, Waterhouse very atmospheric, natural light",good_644.jpg,bad_644.jpg,22017,1
644,fire reigning down from the sky destroying the pastoral landscape,good_645.jpg,bad_645.jpg,22029,0
645,"portrait of a young beautiful finnish norwegian swedish scandinavian attractive glamour model wearing transparent, Jodhpurs greg manchess painting by Sargent and Leyendecker, attractive girl, studio Ghibli fantasy close-up shot asymmetrical intricate elegant matte painting illustration hearthstone, by greg rutkowski by greg tocchini",good_646.jpg,bad_646.jpg,22115,0
646,"painting of depressed woman, digital painting, dark gothic, by Tom Bagshaw and Benjamin A. Vierling, by Alexander Jansson and greg rutkowski",good_647.jpg,bad_647.jpg,22139,0
647,An aerial view of a beautiful futuristic city,good_648.jpg,bad_648.jpg,22210,0
648,highway to hell,good_649.jpg,bad_649.jpg,22225,1
649,"A woman with blonde hair wearing a red dress and red lipstick is standing in the crowded subway. Behind her, there is an elderly man, and next to him is a young and handsome gentleman with black glasses",good_650.jpg,bad_650.jpg,22235,0
650,"portrait of cute fairy girl with crown of flowers covered with celtic rune tattoos, fantasy, by atey ghailan, by greg rutkowski, by greg tocchini, by james gilleard, by joe gb fenton, by kaethe butcher, dynamic lighting, gradient light green, brown, blonde cream and white color in scheme, grunge aesthetic",good_651.jpg,bad_651.jpg,22245,0
651,"Close-up face portrait of beautiful alien, 1970s rock n roll, art by Thomas Kinkade, highly detailed, surrealism, vintage music album cover style, matte in a bang art style in a polaroid style",good_652.jpg,bad_652.jpg,22265,0
652,"handsome young man, purple& neon, in the style of dan mumford, kahlil gibran, UV pen painting, dark sky - blue and light green, matt groening, portraiture iconography",good_653.jpg,bad_653.jpg,22273,1
653,"woman, perfect hair, perfect nose, perfect face, natural light, raytracing, perfect lips, symmetrical face, depth of field, elegant, highly detailed, octane render , denoise, photograph with a Hasselblad H3DII, extremely detailed",good_654.jpg,bad_654.jpg,22340,0
654,Cactus by Diego rivera,good_655.jpg,bad_655.jpg,22347,0
655,"a girl smiling,",good_656.jpg,bad_656.jpg,22373,0
656,"skinny beautiful teenage girl in a wet see-through dress, photoreal, photorealistic, high detail, 4k",good_657.jpg,bad_657.jpg,22396,0
657,"digital art illustration by wlop of a young woman wearing a emerauld adherent silk dress enveloped by light, emerauld hair, mint green eyes, versailles detailed background, fantasy,beautiful, graceful, elegant, cute, gorgeous, perfect face , cinematic lighting, high quality, high definition, uhd, 8k, sharp focus, masterpiece, post-processing, soft bokeh, intricately detailed, complex,",good_658.jpg,bad_658.jpg,22432,1
658,"pale pink haired goddess, wearing byzantine gown | fantasy, hyper-detailed, accurate anatomy, symmetrical facial features, sharp focus, volumetric lighting, 16k | karol bak, yoshitaka amano, tom Bagshaw, aurora, zbrush cel-shaded, cgsociety | ethereal beautiful astral vaporwave storybook illustration, dark fantasy",good_659.jpg,bad_659.jpg,22451,2
659,"digital art portrait of a beautiful woman, wormhole and constellations, sunrise sky, curly bob haircut, looking up, face blush and freckles, clouds, dreamy, pop surrealism, high quality, pastel colors, detailed, by loish van baarle, intricate",good_660.jpg,bad_660.jpg,22459,2
660,"a girl with red hair with fish around her, in the style of peter mohrbacher, tim shumate, green, detailed facial features, editorial illustrations, detailed foliage, elisabeth sonrel",good_661.jpg,bad_661.jpg,22463,0
661,advertisement screenshot about new collection of nightwear,good_662.jpg,bad_662.jpg,22497,0
662,Designer marbles,good_663.jpg,bad_663.jpg,22517,0
663,A steampunk octopus in a futuristic cityscape!,good_664.jpg,bad_664.jpg,22540,0
664,"Digital image of a samurai, wearing a green kimono holding a katana in both hands, smooth lighting,",good_665.jpg,bad_665.jpg,22596,1
665,"man in river swamp water, folklorethursday adolgravgertrude keller morning lights �, Floris Arntzenius",good_666.jpg,bad_666.jpg,22781,0
666,"art by Salvador Dali in the style of Patrick Woodroffe with muted psychedelic colors, full body image of David Bowie at age 25 with short hair from Ziggy Stardust with an amused quizzical expression on his face with an electric guitar, HD 4K, photo-realistic accurate face and features, scientific detail, cinematic volumetric lighting",good_667.jpg,bad_667.jpg,22889,1
667,portrait painting of female android from dystopic future by James Gurney,good_668.jpg,bad_668.jpg,22894,1
668,"The Lost City of the Mind, surrealism",good_669.jpg,bad_669.jpg,22913,0
669,"cute anime girl, voxel art, art by Russ Mills | Tony Taka | Studio Ghibli, blending, smooth, serious, detailed expressions, artstyle, detailed eyes, HDR, UHD, 64k, RTX, sharp, sharp focus, highly detailed, intricate detail, professional, artistic flow, ultra detailed, high resolution illustration",good_670.jpg,bad_670.jpg,22929,1
670,"Natalie Portman as Queen Amidala wearing traditional Russian outfits, photorealistic, highly detailed and very intricate, digital concept art by Blizzard Concept Artists and Industrial Light & Magic and Craig Mullins and Asher Brown Durand and Eddie Mendoza, featured on ArtStation",good_671.jpg,bad_671.jpg,22935,0
671,"Nana Visitor as a Major Kira Nerys, a Bejoran naturist meditating on Deepspace 9 space station, HD 4K, scientific detail",good_672.jpg,bad_672.jpg,22949,0
672,"digital art portrait of a beautiful character, nebula and constellations, sunrise sky, curly bob haircut, looking away, face blush and freckles, clouds, dreamy, pop surrealism, high quality, pastel colors, detailed, by loish van baarle, intricate",good_673.jpg,bad_673.jpg,23060,2
673,"digital art portrait of a beautiful character, nebula and constellations, sunrise sky, curly bob haircut, looking away, face blush and freckles, clouds, dreamy, pop surrealism, high quality, pastel colors, detailed, by loish van baarle, intricate",good_674.jpg,bad_674.jpg,23069,2
674,"young man with beard seen from the back wearing tshirt, grey cat with yellow eyes, both sitting on table on clearing, forest, playing magic the gathering cards, many details, Ultra detailed, octane render, by Alexander Jansso",good_675.jpg,bad_675.jpg,23073,1
675,tall silhouetted desert castellated watchtower looks down on a caravan in the valley below,good_676.jpg,bad_676.jpg,23083,0
676,"face close up woman old Jean-Baptiste Monge, watercolour and ink, intricate details, a masterpiece, dynamic backlight",good_677.jpg,bad_677.jpg,23092,0
677,Lag B'Omer,good_678.jpg,bad_678.jpg,23124,0
678,"art by patrick woodroffe in the style of Alfons Mucha, stained glass motif, psychedelic colors, 25 year-old emilia clarke with white hair as a bare-skinned 60’s free love wiccan naturist near a waterfall standing in a field of cannabis sativa plants, HD 4K, photo-realistic, scientific detail, cinematic lighting, volumetric",good_679.jpg,bad_679.jpg,23170,1
679,"japanese technician , iconic style",good_680.jpg,bad_680.jpg,23240,1
680,"ultra detailed portrait of 20 years old beautiful young woman in a silk dress, white hair, blue eyes, high quality cell shaded illustration in realist style by Yoji Shinkawa, full body, dynamic pose, perfect anatomy, centered, freedom, soul, approach to perfection, cell shading, 8k , cinematic dramatic atmosphere, watercolor painting, global illumination, detailed and intricate environment, artstation, concept art, fluid and sharp focus, volumetric lighting, cinematic lighting, Art by Yoji Shinkawa",good_681.jpg,bad_681.jpg,23244,0
681,"homeless man in a futuristic city on mars, stunning photo",good_682.jpg,bad_682.jpg,23267,0
682,A chinese preteen girl,good_683.jpg,bad_683.jpg,23294,0
683,"stained glass motif done in the style of Alfons Mucha, full body portrait in the style of Patrick Woodroffe, Gorgeous 25 year-old Emilia Clarke with platinum blonde hair as a naturist near a waterfall, HD 4K, scientific detail, photo-realistic accurate face and features, cinematic lighting, volumetric",good_684.jpg,bad_684.jpg,23300,1
684,A path leading to a temple along the Li River in Yangshuo painted by Canaletto featured on ArtStation,good_685.jpg,bad_685.jpg,23303,0
685,"calligraphy poster, perspective, ginger girl, cinematic still, high quality photo, by victo ngai, by Joao Ruas, by Masamune Shirow, little girl, glossy, reflective, by wadim kashin, by audery_kawasaki, by huang-guang-jian, by ismail inceoglu, by MakeItPopVA, by rossdraws, blushing, rosy cheeks, by amy sol, outline, hyperrealism, by klimt, by Mab Graves, iridescent, glowing, holographic, paint dripping, liquid paint",good_686.jpg,bad_686.jpg,23341,0
686,"oil painting of a sad priest, blessing a bible, cyberpunk church",good_687.jpg,bad_687.jpg,23364,1
687,"cinematic still, fully bare beautiful teenage girl looking out the window of highly reflective stainless steel train in the forest, at sunset,",good_688.jpg,bad_688.jpg,23372,1
688,"Comic and Anime Illustration Masterpiece, Gorgeous Cyberpunk Woman, clothed in black gold sheer-blouse sarong, kneeling, messy room, chill relaxed posing, Centered, Nightcore & Lofi Aesthetics, inspired by Starcraft & LoL & Ghost in The Shell, art by Jesus Aburtov & Deane Keane & Sana Takeda & Alessandro Barbucci, 8K, trending on Artstation & Pixiv, Highest Quality by Alena Aenami & Charlie Bowater, Headroom",good_689.jpg,bad_689.jpg,23420,0
689,"DSLR photo of a woman with pale skin and ginger hair, wearing a white dress, beautiful face, standing in a white corridor lined by stone creature statues, looking into the camera, cinematic, diffused lighting",good_690.jpg,bad_690.jpg,23425,1
690,"abducted by the king of the elves, opulent, luxurious, hedonistic, labyrinth, by Yoann Lossel",good_691.jpg,bad_691.jpg,23459,1
691,"Before you stands an elf, tall and beautiful, with long ears and blue eyes. His movements are light and graceful, he is almost invisible in the darkness and can move silently. He is dressed in a green cloak that allows him to blend easily into the forest environment where he resides. In his hands, he holds a bow, indicating his military skills and abilities as a forest hunter.",good_692.jpg,bad_692.jpg,23492,1
692,"Jennifer Connelly at 25 years of age as a naturist in Egypt, HDR, sharp detail, stained glass motif in the style of Alfons Mucha",good_693.jpg,bad_693.jpg,23570,2
693,"cyberpunk, cyber, cityscape, future, 4 k, photorealistic, high resolution, rainy street, highly detailed, streetlights, rainfall",good_694.jpg,bad_694.jpg,23629,0
694,fallout 3 ford bronco,good_695.jpg,bad_695.jpg,23630,0
695,"Hyper Realistic close-up portrait of beautiful Kate Moss with 1970s mullet hairstyle by Robert McCall and Thomas Kinkade in a vintage music album cover style in cartoon style, 1970s rock n roll, 8k",good_696.jpg,bad_696.jpg,23641,0
696,cyberpunk city,good_697.jpg,bad_697.jpg,23647,0
697,A portrait of linda cardellini alison brie anne hathaway rachel lane sabrina lloyd odette annable hybrid oil painting unreal 5 daz rpg portrait extremely detailed artgerm greg rutkowski alphonse mucha vladimir volegov adolphe bouguereaum greg hildebrandt tim Hildebrandt at the beach at night-time wearing a dress warm studio,good_698.jpg,bad_698.jpg,23658,0
698,A path leading to a temple along the Li River in Yangshuo painted by Asher Brown Durand and Eddie Mendoza featured on ArtStation,good_699.jpg,bad_699.jpg,23683,0
699,"Wreathed aesthetic octopus shapeshifter humanoid sea urchin goddess, beautiful face, puckered skin details, pearl ocean cream orange Coral, moss burgundy silver  photorealistic eyes iridescent jewellery, by Don Marquez, Davis Meltzer, scales, sponge, background theme alien planet with a crystal moon by J.R. Slattum, detailed illustration, acrylic on paper, intricate, elegant, ornate, hyper realistic, unreal engine 5 128K UHD Octane, pi, fractal fBm",good_700.jpg,bad_700.jpg,23718,0
700,"Sunset on the Rooftop, by Alex Katz",good_701.jpg,bad_701.jpg,23791,0
701,woman in space covered with fluffy space nebula clouds,good_702.jpg,bad_702.jpg,23853,1
702,"SFW, Trustworthy Photo of Ultrarealistic, an adult person photoreal, posing empowered in the middle of a chaotic dystopian city, by artist boris vallejo and Artist Jasmine Becket-Griffith in the style of artist WLOP,Highly Detailed",good_703.jpg,bad_703.jpg,23880,2
703,"style of henry raeburn, minnie driver, portrait, painterly, visible brush strokes, moody lighting",good_704.jpg,bad_704.jpg,23884,2
704,waterfall crashing down into the bottomless canyon epic fantasy,good_705.jpg,bad_705.jpg,23936,0
705,"neon meteor trail in sky curving towards sunset in the sky above itomori, kimi no na wa",good_706.jpg,bad_706.jpg,24035,0
706,decentralized watchtowers on peaks over the valley below,good_707.jpg,bad_707.jpg,24098,2
